shuffled_id,shuffled_file,original_file,source,ref_text,cer,duration_sec,utmos
316,audio/0316.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/70/70fd71e9-703d-4441-9b0d-be4812b7aedd.mp3,anim400k,だけど、弁護士になったきっかけを話すという約束は、永久に…,0.227,8.879,3.556104
317,audio/0317.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/1d/1deac781-af60-45d7-931a-2b7790946607.mp3,anim400k,その他、ダイガード運用に関するほとんどの危機は、彼女の講案、設計によるものである。,0.171,8.899,3.156395
318,audio/0318.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/2f/2f729eea-ca0a-4522-a696-3798927fb53a.mp3,anim400k,情報導演の読み者が特定できました,0.25,5.799,3.784549
319,audio/0319.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/35/35bdc84e-1e1e-4fea-9acc-75bbd8e9e56f.mp3,anim400k,あなたはミスを犯した。とても処方的なミスだ。 そのミスとは?,0.077,8.159,3.416479
320,audio/0320.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/66/66b21b98-1c54-418c-a71e-06022ca020dc.mp3,anim400k,ああ、ところで君はなぜ高血圧の薬と低血圧の薬を混ぜているのかね?,0.143,8.379,3.437004
321,audio/0321.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/7f/7f0046a6-b7cf-47ab-855f-4253966e4456.mp3,anim400k,コーンは直接スキャンできないのか? できる。,0.235,5.219,3.289392
322,audio/0322.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/0c/0ce3f225-6695-469d-aa4b-96f9b9aa6572.mp3,anim400k,あの黒づくめの連中は自衛隊の上層部に チャンネルがあるんだろう,0.1,6.239,3.32454
323,audio/0323.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/1c/1c9d74ba-e808-4988-90de-3a60b6ec8401.mp3,anim400k,審査対象外 演奏の中断,0.0,5.699,3.057049
324,audio/0324.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/3c/3c7d2129-85ee-4fae-ae95-fb229ea7777b.mp3,anim400k,全部の時間をハグのリハビリにぶち込もうと思った,0.12,6.539,3.170435
325,audio/0325.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/40/40a4cd69-3242-4637-a845-801c38ccd5f6.mp3,anim400k,嫌より考えの浅いものもいないとまずい,0.053,5.279,3.807306
326,audio/0326.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/d3/d3363040-f787-436f-979b-830f9cdda018.mp3,anim400k,AIのアーキテクチャを構築するループの中に 人間を一種の外部ユニットとして組み込んでしまう,0.098,9.219,3.098204
327,audio/0327.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/fb/fbe5b9af-2832-4edf-98b5-1e77c142601f.mp3,anim400k,町田は神奈川に入れるべきだな,0.077,4.779,3.57824
328,audio/0328.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/69/699a750f-b470-440f-ba25-e3325d522aa6.mp3,anim400k,やはり念座です。骨折しなかったのは不幸中の幸いでした。,0.08,6.879,3.374664
329,audio/0329.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/98/981ef5fd-c60c-47fd-9a67-9f1805be7f45.mp3,anim400k,そう 都会の喧騒もないし何より美人 が多い,0.118,7.399,3.600836
330,audio/0330.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/ab/aba95ad7-a3ae-4a2f-8fff-221c16f359c0.mp3,anim400k,の 相互があったので訂正したが大すりにおいては間違っていない,0.276,7.899,3.179937
331,audio/0331.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/d1/d119d225-7e1a-4553-936c-0ecd0cb7c641.mp3,anim400k,さて、シンド。この一つを1ビットとし。,0.294,6.019,3.916458
332,audio/0332.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/ef/eff7f073-042a-4728-92c6-14455df31b87.mp3,anim400k,今夜中にはここのシステムを ほとんど持ち出せるところまで行く,0.172,6.499,3.356611
333,audio/0333.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/3c/3c7b9683-16a0-4fa3-8ca9-a37ad30415e7.mp3,anim400k,いるんだ インクは高いぞ原価はちゃんと計算したのか,0.2,6.659,3.010977
334,audio/0334.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/c5/c5cdffb0-965b-45c4-83c9-38afe3946adc.mp3,anim400k,担当地区外での勝手な行動は控えるよう,0.111,5.679,3.6072
335,audio/0335.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/d2/d20c8169-a58a-49e1-abf8-b3b891a52129.mp3,anim400k,ホームページの更新でもするか,0.0,4.759,3.164189
336,audio/0336.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/d9/d9994459-736f-4fe1-84d4-833bd6f1be13.mp3,anim400k,約束通りいくつかの就職先を紹介させていただきますので どうぞご検討下さい,0.056,9.019,3.16021
337,audio/0337.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/f0/f0b78e44-195e-4bef-8992-91bead5ab3b8.mp3,anim400k,あの賊に心当たりは,0.111,4.279,3.38771
338,audio/0338.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/f7/f747b2da-f47a-4a95-85cd-cc6a0309f9ca.mp3,anim400k,いつの世にも想定外の出来事は,0.286,6.279,3.142972
339,audio/0339.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/06/06684e24-42de-48fa-a3ec-672504b2b6c1.mp3,anim400k,君が、死んだれいこそっくりに見える。,0.0,4.399,3.87543
340,audio/0340.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/23/2304fcc1-32a6-410e-a0dc-09ccefaf3f7d.mp3,anim400k,さらに出頃とするもの,0.1,5.119,3.442501
341,audio/0341.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/68/68dc197f-9e6a-4c51-a0a2-371fad34799e.mp3,anim400k,その際に予覚器を取り込んだことについては,0.263,5.879,3.282902
342,audio/0342.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/80/8013d797-16f2-490a-b41c-ed77d1502bb3.mp3,anim400k,なぜなら君はまだ正式な社員ではないからだ 探偵者には入社試験があり,0.031,8.899,3.373253
343,audio/0343.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/86/86c7ebdb-05fe-49e6-98a3-7057a1594659.mp3,anim400k,お客さんの巣に合わせます,0.083,5.219,3.044171
344,audio/0344.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/86/86ea17a1-4def-4dca-a8c5-081a3c61da96.mp3,anim400k,私らと同じ、斎藤宗の僧侶だったらしい。,0.294,7.239,3.307091
345,audio/0345.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/d4/d42dfbfb-992c-4596-8340-c3b0263a6e21.mp3,anim400k,そいつを熱い左右に浮かべ、塩昆布と一緒にかき込む。,0.125,8.719,3.318572
346,audio/0346.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/48/486fdcbc-51c8-4801-aa09-410f069fa684.mp3,anim400k,しかし山は荒れた。人間が入ってきたんだ。,0.0,7.699,3.899288
347,audio/0347.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/4e/4e80d263-b0a9-43c7-80c7-0e061c241f54.mp3,anim400k,すまつま。以前、街中で私が車に惹かれかけたことがあったのですか?,0.28,8.439,3.248866
348,audio/0348.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/6c/6c672b9c-d01a-425e-8ea2-8ba29ba13d06.mp3,anim400k,重症者がいる 医者が必要だ,0.0,6.199,3.7053
349,audio/0349.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/cd/cd47cb44-f6f2-4a54-81e2-42d4f4b050cb.mp3,anim400k,ハグは田舎に帰る。,0.0,4.879,3.306562
350,audio/0350.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/ec/ec08b313-ea9f-4f07-ba7c-3bd3ed9de492.mp3,anim400k,……すみません。なんの用意もできませんで。,0.125,6.499,3.660481
351,audio/0351.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/09/09f90088-e4e5-4398-8bd3-e7bcc64fb7be.mp3,anim400k,その王は在九十年に及ぶ女王とだけしか証刑は知りませんでした,0.259,7.299,3.954487
352,audio/0352.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/50/5043e2d2-875f-47fd-8d26-d66da3a93851.mp3,anim400k,体力的にはこちらが不利,0.0,5.019,3.014562
353,audio/0353.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/80/80efb12c-cac3-4429-aeff-00fcebfe6007.mp3,anim400k,だよ 彼の魔人を欺くための,0.3,5.339,3.16478
354,audio/0354.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/cc/cc12a656-8f90-4276-94e5-996b37bc9064.mp3,anim400k,エルと エル知っているか、リンゴしか食べない死神は,0.25,7.059,3.429887
355,audio/0355.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/ba/ba3f7ab7-1fb6-4f0b-8e3a-63db85b7b3b6.mp3,anim400k,慶応は国と民に責任を負っている,0.188,5.459,3.520677
356,audio/0356.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/5e/5e104ef0-0799-49f2-ac9e-f4a97915a588.mp3,anim400k,まずは素質のある人材を発掘し、ナノミス範囲への理解を深めることが重要です。,0.0,8.839,3.157681
357,audio/0357.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/81/81013b82-c6b6-4d0e-ad5b-047641f36177.mp3,anim400k,気づくの 過去の記録は最大で1週間ですがブレ幅が大きいのでなんとも,0.179,8.519,3.353791
358,audio/0358.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/83/8361b008-6286-41a8-9fdc-ec9f3eacece6.mp3,anim400k,ケーキにも聞いてもらおう,0.091,4.099,3.472106
359,audio/0359.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/87/87c71bde-302a-467b-ad18-e515b22f279e.mp3,anim400k,確保はこちらでしますので、そのポルシェに近づかぬよう、全警察官に通達願います。,0.0,8.759,3.414868
360,audio/0360.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/9c/9c35a38e-bea6-48d3-a0dc-ba5de6810db4.mp3,anim400k,プロダクションキー?,0.25,5.059,3.422004
361,audio/0361.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/e0/e0b43e8d-f239-4c1f-a2cc-aeb05bb68a5b.mp3,anim400k,骨が露出しており また,0.0,4.419,3.815681
362,audio/0362.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/07/077b2c9c-0513-4b87-b4ba-3e540f1d2407.mp3,anim400k,いつも夢の中じゃ そのコロニーの中で,0.267,5.219,3.052004
363,audio/0363.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/47/4731d420-d703-4ae1-9562-dcc327dd4d9d.mp3,anim400k,オートから死者の方がお見えになっています,0.278,6.559,3.207474
364,audio/0364.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/6a/6a8b8908-2d72-490f-b53a-12c34812b5cf.mp3,anim400k,例えば、視覚や聴覚に障害を持つ人たちにとっては、あの機械はまさに福音なんですよ。,0.0,9.299,3.477228
365,audio/0365.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/7b/7bd38b33-39b1-4d71-a099-12b3ac11182e.mp3,anim400k,仕事の途中で落ちんじまったって 嬢徳婆は言ってたけど,0.2,7.239,3.35606
366,audio/0366.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/f6/f6c04368-bb1b-4bbe-82ed-9321d81578f2.mp3,anim400k,左肩の切り離しは コンソール脇にある赤いボタンを押す,0.04,8.759,3.276549
367,audio/0367.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/34/344c56bc-f4ae-4c93-ba48-6b62d3903463.mp3,anim400k,就職もできてなくて、手に職もついてなくて、30も超えていて。,0.111,8.799,3.582577
368,audio/0368.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/40/40205d0f-9001-4aab-9d61-bf299cc0c959.mp3,anim400k,ひたまは最後のスワスチカに捧げるとしよう。,0.158,6.459,3.802689
369,audio/0369.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/5b/5bceaf95-c7c5-4d54-817c-24b03a1104e8.mp3,anim400k,そして何より重要なのは,0.0,5.199,3.628249
370,audio/0370.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/80/80db2996-f704-4218-8a38-8f39f476673b.mp3,anim400k,ちゃんと来てくれれば彼女は返そう,0.133,4.959,3.657911
371,audio/0371.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/d1/d1778c83-027c-4e53-a10f-224c4c52a6ee.mp3,anim400k,深夜の13歳飯 豚腹味噌炒めバージョン,0.263,7.179,3.015011
372,audio/0372.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/30/300d0a3d-547a-482c-8e6d-9522834271d3.mp3,anim400k,情報の隙間は脳味噌の後ろの方が勝手に埋めちゃってるというか,0.069,8.119,3.447392
373,audio/0373.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/40/405aa988-b60b-46a9-b04e-d854589c87a6.mp3,anim400k,大規模交代による敵主力部隊の誘引,0.25,5.219,3.265457
374,audio/0374.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/5f/5f7a487a-659e-4009-a5a4-909369a52d2f.mp3,anim400k,なんですかそれ 限定分野においては首相にも相当する強大な権限が与えられる,0.059,7.899,3.562988
375,audio/0375.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/6e/6ec951c7-ea30-47ff-96a4-c20f998722fc.mp3,anim400k,リザが推奨しているのは,0.091,5.439,3.606687
376,audio/0376.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/13/13c9c1e0-af4a-4a27-8def-0e266b55edda.mp3,anim400k,だから医者になった,0.0,4.799,3.41555
377,audio/0377.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/90/902a7186-dc3b-4397-a2e9-b51641e9d030.mp3,anim400k,クロスセクション実験地からの撤収もまもなく終了します。,0.125,6.719,3.95617
378,audio/0378.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/dd/ddff0c1a-34cc-4e39-a3f0-5f745c8c6c01.mp3,anim400k,そして設計はやり直された,0.0,5.219,3.836506
379,audio/0379.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/11/11f8e198-4901-45bd-a18f-c38be49a1495.mp3,anim400k,内閣調査室で、支給ご同行を願えますでしょうか。,0.19,6.679,3.634112
380,audio/0380.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/39/3916b799-2fee-4153-a179-fff5284f31ae.mp3,anim400k,だこと言うな。犯罪者が群馬から逃げ寄せるには、この南赤書から砂漠を通って意味浜に入るしかない。,0.3,9.239,3.214915
381,audio/0381.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/74/740cc7f2-a209-41c1-a519-3dda892072d7.mp3,anim400k,松尾、大相当が行方不明の件は、夫人には話していないのですか?,0.28,8.099,3.250674
382,audio/0382.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/f0/f09d38f0-5747-4362-a321-e89206d66c4c.mp3,anim400k,……彼の言う誰かが、トーマンの内部分裂を企み、幼いは利用された。,0.2,8.859,3.189071
383,audio/0383.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/32/32c0132d-ce82-4931-aa17-8af039f8fe34.mp3,anim400k,ない恐れながら首相王ともあろう 方がわざわざ館長の真似などせず ともよいのです,0.294,9.219,3.344663
384,audio/0384.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/33/33e527ab-baa3-4fc1-a4fc-628416a6b364.mp3,anim400k,すぐ戻る。試合は続行しろ。,0.2,6.499,3.309289
385,audio/0385.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/fe/fe36edde-edac-49e9-ae9c-0494186350d6.mp3,anim400k,初めて会ったとき、私は言ったわ。,0.231,5.639,3.239365
386,audio/0386.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/29/29994814-3a1d-4389-bcd7-521e1340132a.mp3,anim400k,ジンパンジーは仲間を集団で暴行する例があり,0.095,6.019,3.784016
387,audio/0387.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/6b/6baa3557-9222-4d72-91ca-019b74bf4e6d.mp3,anim400k,人は罪深く愚かです。,0.0,6.459,3.536027
388,audio/0388.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/c6/c6e3198d-7e7a-48f9-a9f4-d560544cc808.mp3,anim400k,火星では4つの経済圏による分割統治が始まりました,0.042,7.059,3.097426
389,audio/0389.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/dc/dc7d09e0-64e3-4fa2-922b-248c0567494e.mp3,anim400k,社会も同様であると勘違いしていた時期もありましたが その話はいいでしょう,0.0,7.319,3.638648
390,audio/0390.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/e2/e22fbc8a-6692-4705-9136-a66354a84ecb.mp3,anim400k,だ スミスとか言ったか,0.222,4.739,3.499867
391,audio/0391.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/d1/d19fdf1a-721f-4e43-84e2-9361cdf240d3.mp3,anim400k,おらず 当然殺人事件など一度たりとも起きたことはない,0.136,6.579,3.438176
392,audio/0392.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/e4/e42ccacf-155e-46ce-9337-2b44c5dfa6dd.mp3,anim400k,歩く早さに気をつければ大丈夫だ,0.133,5.739,3.437578
393,audio/0393.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/05/0550593a-c0c1-432f-a433-42384def269e.mp3,anim400k,我々ホーリーを殺し、室上破壊し続けるあの男に罪を償わせなければいけない。,0.273,8.179,3.582983
394,audio/0394.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/33/3383ac53-9203-4fa4-9f07-df2483538338.mp3,anim400k,昨日は油断しました,0.0,4.799,3.06861
395,audio/0395.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/a4/a4acf85b-7fa9-40c1-a513-377bd788ef90.mp3,anim400k,メッシ プレゼントギフト,0.3,4.859,3.585438
396,audio/0396.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/f3/f3faaedc-e864-4adc-8616-1ccc4f3c6ac5.mp3,anim400k,コメントを設けるために時間をとっていて,0.105,4.439,3.413837
397,audio/0397.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/30/30d5d21c-78e5-4f80-9995-d144ba16290a.mp3,anim400k,応報と逆襲の時間です。,0.3,4.759,3.437902
398,audio/0398.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/e5/e59ea4bb-e45a-417c-ac27-1058c11119a1.mp3,anim400k,マクマード・バリストンがそのような条件を。 ええ。,0.1,9.199,3.302239
399,audio/0399.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/41/417d92f4-e657-434c-bbec-ce3cf72b80f4.mp3,anim400k,夜をポートマフィアが そして,0.25,5.399,3.777166
400,audio/0400.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/4f/4fc13fc8-f65c-40b0-aa45-c55c96ce58df.mp3,anim400k,そうだ 少し前から全国の読者から,0.25,4.779,3.375338
401,audio/0401.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/01/01c3f15c-7842-47f5-af13-bbcc0702bfd5.mp3,anim400k,夜部に申し訳ありません。松戸平介の使いの者です。,0.227,8.379,3.107892
402,audio/0402.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/20/20d99f3d-f0c1-4c94-9a2c-359611a358e6.mp3,anim400k,間違ってはいなかった。そこには平穏な教室があった。,0.0,8.459,3.651845
403,audio/0403.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/52/52ee4fbf-5cd3-498d-8522-57aa0e111457.mp3,anim400k,健康な人間の生き血を飲めば,0.25,5.179,3.052491
404,audio/0404.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/92/9238deea-b127-481d-9587-032af1d95435.mp3,anim400k,秋の貴色は黄色 豊かな実りに色づき 神戸を垂れる麦の色,0.125,8.899,3.239825
405,audio/0405.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/e9/e99bd944-0c5d-4019-8131-46cfb8d3c447.mp3,anim400k,委員長室は向かって左の男子塔にあります。,0.167,5.359,3.227932
406,audio/0406.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/c6/c615ac3e-7b3a-41d2-ae86-b43c4d703aa6.mp3,anim400k,大気の安全が優先する 彼が王というならいざ知らず,0.0,8.179,3.284985
407,audio/0407.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/d6/d690a023-c440-4776-8fc7-8e6c1504e5de.mp3,anim400k,ジャガイモに皮と芽が残っている,0.133,4.259,3.829273
408,audio/0408.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/bb/bb0bb834-7e83-40fe-8daf-5a1c5f6e7eae.mp3,anim400k,そうだ。本日午後東京に戻り、広川中佐の指揮官に入る予定になっている。,0.143,9.039,3.182543
409,audio/0409.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/f4/f4e45413-ad96-4dab-a2fb-c7a1eda8f7de.mp3,anim400k,たまほめ ぬりこ ほとほり しりこ,0.286,5.859,3.401513
410,audio/0410.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/f7/f74262f0-7914-4435-abbe-425842235fb8.mp3,anim400k,お待ち 電話したんだ 昨日の夜,0.3,5.479,3.17319
411,audio/0411.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/1b/1bf4ac0b-dea3-4215-b42e-d9a842668cae.mp3,anim400k,他に言いたいことあるだろ,0.077,4.579,3.542863
412,audio/0412.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/3a/3a8189f4-3569-472f-9055-4d835d1992ff.mp3,anim400k,だ 目立てぬ業務は厳しいが結果を出せば華やかな仕事も任せよう,0.214,9.299,3.313568
413,audio/0413.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/4b/4b733dbe-6b00-46fa-9d94-a88174cd89e3.mp3,anim400k,最初は明らかに心拍数の上昇が見られた,0.0,6.639,3.641175
414,audio/0414.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/68/689490e7-8c5c-4b12-b760-b3c2f6c40bcf.mp3,anim400k,彼らに賛同する都市を次々と 参加に置いていった,0.0,6.479,3.2603
415,audio/0415.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/7a/7a38dca8-ee3b-45a0-960a-bcc3af73ee68.mp3,anim400k,トリオンの消費が大きいわ,0.3,4.019,3.473662
416,audio/0416.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/5c/5cf14dcb-f5ae-4677-b374-d3cedaa66025.mp3,anim400k,恐怖のあまりすべて意志となった,0.286,6.919,3.232989
417,audio/0417.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/68/68482b94-c330-4249-83fa-067423749c0f.mp3,anim400k,いませんでしたか?,0.0,3.639,3.185973
418,audio/0418.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/01/01803cbf-016d-43c2-a924-2e8c34e04b84.mp3,anim400k,アポロが持ち帰った月の石は、すべてはアメリカの国宝……,0.087,6.919,3.333567
419,audio/0419.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/07/0723cd6c-3603-43e4-ba50-0bf3c18f62ae.mp3,anim400k,世界の見方を少し変えるだけでな,0.062,5.039,3.436037
420,audio/0420.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/27/27dc17f9-24c9-4025-a9ef-a33ba3825f11.mp3,anim400k,傷は指の付け根から手のひらまれだ,0.0,7.339,3.256882
421,audio/0421.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/7a/7a682335-edb6-4414-bb0d-13422037b5a4.mp3,anim400k,ですか 大学の勉強のことなら役に立てないと思いますよ,0.174,6.739,3.042969
422,audio/0422.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/e0/e01abff5-3bdc-4539-acbd-f2401a007954.mp3,anim400k,…ニューヨークなんでしょう,0.2,5.359,3.495463
423,audio/0423.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/32/32255473-2d8e-412b-819b-7300e9cc7f09.mp3,anim400k,じゃあ、下はジンズに変えよう なあ、点血は袋に入れるか,0.167,7.359,3.257095
424,audio/0424.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/53/5397f02b-065a-43b9-b15f-58c35f107018.mp3,anim400k,祭りが跳ね、家に戻って、そして,0.077,6.059,3.726854
425,audio/0425.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/60/602e06ec-006a-4227-a849-c75f787ff4f0.mp3,anim400k,私が京都の内山田です。,0.1,5.679,4.091592
426,audio/0426.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/c7/c7c492a6-5d7e-4429-a98c-daa9d64c2f61.mp3,anim400k,国連安全保障理事会の回答期限が迫っているからだ,0.0,5.879,3.84347
427,audio/0427.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/5a/5a7b439a-2dcb-4e5f-bbd1-03467eb0b3f0.mp3,anim400k,それよりゆきむら君は多工式時間帰着の方法をとっとと探したら?,0.259,6.839,3.442732
428,audio/0428.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/5e/5ee8b088-c4c4-4460-900f-f877b078318a.mp3,anim400k,ボードゲームの中止はどうですか?,0.133,4.699,3.681122
429,audio/0429.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/7c/7cc6980b-e77d-44aa-9e5e-da34a6e02518.mp3,anim400k,今日はちょっと骨のある苦の問題です 白線黒紙の問題ですじゃあまいちゃんやってみて,0.195,9.219,3.37377
430,audio/0430.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/7e/7e9e36cc-8a7a-4e96-9bb1-84bebf1d9418.mp3,anim400k,ええ、こちらでは遺体は発見されていません。 操縦席は無人だったそうです。,0.129,9.439,3.326188
431,audio/0431.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/e2/e21cd3b0-0ce9-4000-b0c2-b834aece2711.mp3,anim400k,長様、陰は我が誇りにしてこの文柱の命です。,0.235,6.719,3.4554
432,audio/0432.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/32/32300358-f942-408f-bb1f-f36d8f3eefd9.mp3,anim400k,人も同じです 同じ場所にいるように見えて 実際には距離がある,0.0,9.699,3.968565
433,audio/0433.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/41/410ea7c7-9952-4b5e-87a2-c75d22f8f9b9.mp3,anim400k,んっ 皆さんご承知の通り地球は今非常に不安定な立場にあります,0.074,9.199,3.127603
434,audio/0434.wav,./dataset/anim400k/anim400k_audio_clips/anim400k_audio_clips/d8/d8525b5f-571b-416f-93b7-11ffac8e8fa2.mp3,anim400k,手術をまとめておきました,0.0,4.159,3.159245
